name,platform,year_of_release,genre,publisher,developer,na_sales,eu_sales,jp_sales,critic_score,user_score
Metroid: Zero Mission,GBA,2004.0,Adventure,Nintendo,Nintendo,0.6,0.22,0.0,89.0,9
Ben 10: Protector of Earth,PS2,2007.0,Action,D3Publisher,High Voltage Software,0.09,0.0,0.0,,7.6
Burnout Legends,PSP,2005.0,Racing,Electronic Arts,Criterion Games,0.7,0.05,0.0,86.0,8.4
Q*bert,PS,1999.0,Puzzle,Atari,,0.46,0.32,0.0,,
Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,Ubisoft,Ubisoft,0.74,0.04,0.0,57.0,6.7
Madden NFL 09 All-Play,Wii,2008.0,Sports,Electronic Arts,EA Tiburon,0.76,0.01,0.0,82.0,7.2
Ace Combat 3: Electrosphere,PS,1999.0,Simulation,Sony Computer Entertainment,,0.22,0.15,0.4,,
Dynasty Warriors 2,PS2,2000.0,Action,THQ,Omega Force,0.24,0.19,0.34,75.0,8.8
Madden NFL 07,PSP,,Sports,Unknown,EA Tiburon,0.77,0.03,0.0,78.0,6.6
Time Crisis 4,PS3,2007.0,Shooter,Namco Bandai Games,Nex Entertainment,0.32,0.32,0.05,60.0,7.4
Duke Nukem Forever,X360,2011.0,Shooter,Take-Two Interactive,"Gearbox Software, 3D Realms",0.52,0.25,0.0,49.0,4.4
Lizzie McGuire 2: Lizzie Diaries,GBA,2004.0,Action,Disney Interactive Studios,Artificial Mind and Movement,0.6,0.22,0.0,57.0,5
FIFA Soccer World Championship,PS2,2000.0,Sports,Electronic Arts,,0.27,0.21,0.28,,
NCAA Football 12,PS3,2011.0,Sports,Electronic Arts,EA Sports,0.78,0.0,0.0,82.0,5.8
Brute Force,XB,2003.0,Shooter,Microsoft Game Studios,Digital Anvil,0.62,0.18,0.01,77.0,7.8
Tiger Woods PGA Tour 11,PS3,2010.0,Sports,Electronic Arts,EA Sports,0.37,0.33,0.0,78.0,6.7
Yu-Gi-Oh! Dark Duel Stories,GB,2000.0,Misc,Konami Digital Entertainment,,0.0,0.0,0.83,,
WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,THQ,Yuke's,0.44,0.31,0.0,79.0,8.5
The Game of Life,PS,1998.0,Misc,Unknown,,0.46,0.31,0.0,,
Mega Man Legends,PS,1997.0,Adventure,Capcom,,0.39,0.26,0.12,,
Sly 3: Honor Among Thieves,PS2,2005.0,Platform,Sony Computer Entertainment,Sucker Punch,0.69,0.03,0.0,83.0,8.8
MLB SlugFest 20-03,PS2,,Sports,Unknown,Midway,0.41,0.32,0.0,77.0,8.2
Need for Speed: Nitro,Wii,2009.0,Racing,Electronic Arts,EA Montreal,0.45,0.3,0.0,69.0,7.4
Street Fighter X Tekken,PS3,2012.0,Fighting,Capcom,Capcom,0.42,0.21,0.1,84.0,5.3
MediEvil,PS,1998.0,Platform,Sony Computer Entertainment,,0.46,0.31,0.0,,
Casper,PS,1996.0,Adventure,Interplay,,0.46,0.31,0.0,,
Sid Meier's Civilization Revolution,X360,2008.0,Strategy,Take-Two Interactive,Firaxis Games,0.58,0.17,0.0,84.0,7.8
Tales of the Abyss,3DS,2011.0,Role-Playing,Namco Bandai Games,Bandai Namco Games,0.43,0.19,0.14,75.0,7.6
Dragon Age II,PS3,2011.0,Action,Electronic Arts,BioWare,0.4,0.26,0.05,82.0,4.3
Call of Duty: Modern Warfare 3,Wii,2011.0,Shooter,Activision,"Treyarch, Sledgehammer Games",0.55,0.2,0.0,70.0,1.8
God of War Saga,PS3,2012.0,Action,Sony Computer Entertainment,"Ready at Dawn, SCE Santa Monica",0.73,0.0,0.0,,8.3
Scooby-Doo! First Frights,DS,2009.0,Action,Warner Bros. Interactive Entertainment,,0.6,0.16,0.0,,
James Bond 007: Nightfire,XB,2002.0,Shooter,Electronic Arts,Eurocom Entertainment Software,0.58,0.22,0.0,78.0,7.8
Tony Hawk's Pro Skater 3,GC,2001.0,Sports,Activision,Neversoft Entertainment,0.64,0.17,0.0,91.0,9
Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,Activision,Raven Software,0.69,0.03,0.0,81.0,8.2
DJ Hero 2,X360,2010.0,Misc,Activision,FreeStyleGames,0.64,0.12,0.0,86.0,7.9
Harvest Moon: Tree of Tranquility,Wii,2007.0,Simulation,Rising Star Games,Marvelous Entertainment,0.67,0.03,0.06,65.0,8.2
Tony Hawk's Underground 2 Remix,PSP,2005.0,Sports,Activision,Shaba Games,0.46,0.21,0.0,83.0,8
Need for Speed: Hot Pursuit 2,XB,2002.0,Racing,Electronic Arts,EA Seattle,0.68,0.11,0.0,75.0,6.4
Killer Instinct Gold,N64,1996.0,Fighting,Nintendo,,0.61,0.19,0.0,,
Clu Clu Land,NES,1984.0,Puzzle,Nintendo,,0.42,0.1,0.28,,
Karaoke Revolution Glee,Wii,2010.0,Misc,Konami Digital Entertainment,Konami,0.51,0.24,0.0,,tbd
I Spy: Fun House,DS,2007.0,Puzzle,Scholastic Inc.,Big Blue Bubble Inc.,0.76,0.0,0.0,53.0,tbd
Amped: Freestyle Snowboarding,XB,2001.0,Sports,Microsoft Game Studios,Indie Built,0.69,0.11,0.0,78.0,9
The Price is Right,Wii,2008.0,Misc,Ubisoft,Ludia Inc.,0.76,0.0,0.0,,4.3
Custer's Revenge,2600,1981.0,Action,Mystique,,0.76,0.05,0.0,,
Stranglehold,X360,2007.0,Shooter,Midway Games,Midway,0.4,0.33,0.01,77.0,7.6
Rocket Power: Beach Bandits,PS2,2002.0,Platform,THQ,Evolution Games,0.4,0.31,0.0,,6.6
Shin Megami Tensei: Persona 4,PS2,2008.0,Role-Playing,Atlus,Atlus Co.,0.34,0.04,0.36,90.0,8.9
Devil May Cry HD Collection,PS3,2012.0,Action,Capcom,"Capcom, Pipeworks Software, Inc.",0.42,0.19,0.11,74.0,8.8
Thief (2014),PS4,2014.0,Action,Square Enix,,0.28,0.38,0.03,,
The Lord of the Rings: War in the North,PS3,,Action,Warner Bros. Interactive Entertainment,Snowblind Studios,0.25,0.42,0.01,63.0,7
Dragon Warrior III,GB,2000.0,Role-Playing,Enix Corporation,,0.0,0.0,0.81,,
Ready 2 Rumble Boxing: Round 2,PS2,2000.0,Fighting,Midway Games,Midway,0.4,0.31,0.0,75.0,tbd
Dance Central 3,X360,2012.0,Misc,Microsoft Game Studios,Harmonix Music Systems,0.57,0.18,0.0,86.0,8
Kamaitachi no Yoru,SNES,1994.0,Adventure,ChunSoft,,0.0,0.0,0.81,,
Imagine: Rock Star,DS,2008.0,Simulation,Ubisoft,Gevo Entertainment,0.4,0.33,0.0,,tbd
Tales of Destiny II,PS,2000.0,Role-Playing,Namco Bandai Games,Namco,0.06,0.04,0.66,78.0,8.7
Super Bomberman 2,SNES,1994.0,Puzzle,Hudson Soft,,0.0,0.0,0.81,,
NASCAR 2001,PS,2000.0,Racing,Electronic Arts,Black Box,0.45,0.31,0.0,73.0,6.1
Twisted Metal (2012),PS3,2012.0,Action,Sony Computer Entertainment,,0.67,0.07,0.0,,
The Legend of Zelda: Four Swords Adventures,GC,2004.0,Action,Nintendo,Nintendo,0.63,0.16,0.0,86.0,7.2
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999.0,Sports,Konami Digital Entertainment,,0.0,0.0,0.76,,
MediEvil: Resurrection,PSP,2005.0,Adventure,Sony Computer Entertainment,SCEE,0.19,0.41,0.0,66.0,8.7
Valkyrie Profile,PS,1999.0,Role-Playing,Enix Corporation,Tri-Ace,0.07,0.05,0.63,81.0,8.8
Shaun White Snowboarding,X360,,Sports,Ubisoft,Ubisoft Montreal,0.48,0.25,0.0,60.0,7.6
Patapon,PSP,2007.0,Misc,Sony Computer Entertainment,SCE Japan Studio,0.33,0.25,0.07,86.0,8.7
Final Fantasy Type-0,PSP,2011.0,Role-Playing,Unknown,Square Enix,0.0,0.0,0.81,,
Mega Man,NES,1987.0,Platform,Capcom,,0.45,0.08,0.27,,
Army Men: Sarge's Heroes,N64,1999.0,Action,3DO,,0.68,0.12,0.0,,
Pro Evolution Soccer 2010,X360,2009.0,Sports,Konami Digital Entertainment,Konami,0.12,0.58,0.03,78.0,7.6
Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,Ubisoft,Ubisoft Shanghai,0.4,0.31,0.0,70.0,8.2
Madden NFL 25,XOne,2013.0,Sports,Electronic Arts,EA Sports,0.67,0.05,0.0,73.0,5.9
NCAA Football 10,PS3,2009.0,Sports,Electronic Arts,EA Tiburon,0.75,0.0,0.0,80.0,6.9
EarthBound,SNES,1994.0,Role-Playing,Nintendo,,0.0,0.0,0.81,,
The Next Tetris,PS,1998.0,Puzzle,Atari,,0.45,0.31,0.0,,
Guitar Hero: Warriors of Rock,PS3,2010.0,Misc,Activision,Neversoft Entertainment,0.33,0.34,0.0,74.0,7.1
Battle of Giants: Dinosaurs,DS,2008.0,Strategy,Ubisoft,Ubisoft Quebec,0.37,0.35,0.0,,7.2
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998.0,Sports,Konami Digital Entertainment,,0.0,0.0,0.75,,
Final Fantasy XI: Wings of the Goddess,PS2,2007.0,Role-Playing,Square Enix,Square Enix,0.35,0.27,0.09,,tbd
The Sims 2,PS2,2005.0,Simulation,Electronic Arts,Maxis,0.67,0.03,0.0,75.0,4.4
Dragon Ball: Raging Blast 2,PS3,2010.0,Fighting,Namco Bandai Games,Spike,0.42,0.18,0.11,60.0,7.5
SingStar Vol. 2,PS3,2008.0,Misc,Sony Computer Entertainment,SCEE London Studio,0.29,0.39,0.0,76.0,tbd
Who wants to be a millionaire,PS,2000.0,Misc,Eidos Interactive,,0.45,0.3,0.0,,
Yakuza,PS2,2005.0,Action,Sega,Amusement Vision,0.03,0.02,0.74,75.0,8.2
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006.0,Action,Disney Interactive Studios,Gorilla Systems,0.72,0.03,0.0,,7
Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,LucasArts,Factor 5,0.62,0.16,0.0,75.0,7.6
Moto Racer,PS,1997.0,Racing,Electronic Arts,,0.45,0.3,0.0,,
Hitman: Contracts,PS2,2004.0,Shooter,Eidos Interactive,Io Interactive,0.39,0.31,0.0,80.0,8.3
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012.0,Puzzle,Level 5,Level 5,0.2,0.26,0.3,79.0,8.5
Ben 10: Alien Force,Wii,2008.0,Action,Koch Media,Monkey Bar Games,0.52,0.21,0.0,45.0,7.8
Final Fantasy Anthology,PS,1999.0,Role-Playing,Square EA,SquareSoft,0.45,0.3,0.0,80.0,8.1
DiRT 2,X360,2009.0,Racing,Codemasters,Codemasters,0.32,0.39,0.0,87.0,8.2
Prince of Persia: Warrior Within,XB,2004.0,Action,Ubisoft,Ubisoft Montreal,0.48,0.28,0.0,83.0,7.5
Deca Sports 2,Wii,2009.0,Sports,Hudson Soft,CAProduction,0.31,0.33,0.09,49.0,tbd
Killzone: Mercenary,PSV,2013.0,Shooter,Sony Computer Entertainment Europe,Guerilla Cambridge,0.2,0.39,0.04,78.0,8.9
Pro Evolution Soccer 2010,PSP,2009.0,Sports,Konami Digital Entertainment,Konami,0.09,0.33,0.2,72.0,4.6
Guitar Hero: Metallica,X360,2009.0,Misc,Activision,Neversoft Entertainment,0.52,0.2,0.0,84.0,8.1
Final Fantasy X / X-2 HD Remaster,PSV,2013.0,Role-Playing,Square Enix,Virtuos,0.16,0.24,0.28,86.0,8.5
Super Robot Taisen α,PS,2000.0,Strategy,Banpresto,,0.0,0.0,0.75,,
Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,Electronic Arts,EA Seattle,0.68,0.09,0.0,68.0,8.3
PES 2009: Pro Evolution Soccer,PSP,,Sports,Konami Digital Entertainment,,0.04,0.33,0.26,,
Hasbro Family Game Night 3,Wii,2010.0,Misc,Electronic Arts,Electronic Arts,0.46,0.27,0.0,,tbd
Tales of Destiny 2,PS2,2002.0,Role-Playing,Namco Bandai Games,,0.0,0.0,0.8,,
Capcom's Soccer Shootout,SNES,1993.0,Sports,Nintendo,,0.0,0.0,0.8,,
Rayman Raving Rabbids 2,DS,2007.0,Misc,Ubisoft,Ubisoft Paris,0.73,0.01,0.0,57.0,7
The Sims 2: Pets,PSP,2006.0,Simulation,Electronic Arts,Maxis,0.19,0.38,0.0,57.0,7.3
Alien,2600,1981.0,Action,20th Century Fox Video Games,,0.74,0.04,0.0,,
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,Atari,Spike,0.66,0.02,0.0,73.0,8.6
Guitar Hero: Aerosmith,PS2,2008.0,Misc,Activision,BudCat,0.61,0.0,0.0,71.0,6.3
Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,LucasArts,Krome Studios,0.43,0.29,0.0,48.0,6.4
Ridge Racer,PS,1994.0,Racing,Sony Computer Entertainment,,0.0,0.0,0.74,,
pro evolution soccer 2011,PSP,2010.0,Sports,Konami Digital Entertainment,Konami,0.05,0.3,0.29,74.0,5.8
Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,Ubisoft,Marvelous,0.61,0.16,0.0,79.0,8.9
All Star Cheer Squad,Wii,2008.0,Sports,THQ,Gorilla Games,0.43,0.29,0.0,,5.2
Momotarou Dentetsu 7,PS,1997.0,Simulation,Hudson Entertainment,,0.0,0.0,0.74,,
DmC: Devil May Cry,PS3,2013.0,Action,Capcom,Ninja Theory,0.24,0.26,0.19,85.0,5.3
Motocross Mania,PS,2001.0,Racing,Take-Two Interactive,Deibus Studios,0.44,0.3,0.0,34.0,5.3
EA Sports Active NFL Training Camp,Wii,2010.0,Sports,Electronic Arts,EA Sports,0.75,0.0,0.0,,tbd
Darksiders II,X360,2012.0,Action,THQ,Vigil Games,0.45,0.27,0.0,83.0,8
Need for Speed Rivals,X360,2013.0,Racing,Electronic Arts,Ghost Games,0.37,0.35,0.01,76.0,5.4
[Prototype 2],X360,2012.0,Action,Activision,Radical Entertainment,0.48,0.24,0.0,74.0,7
Mega Man 5,NES,1992.0,Platform,Capcom,,0.39,0.07,0.32,,
WCW Mayhem,N64,1999.0,Fighting,Electronic Arts,,0.63,0.15,0.0,,
Dance Dance Revolution SuperNOVA 2,PS2,2007.0,Simulation,Konami Digital Entertainment,Konami,0.64,0.03,0.02,70.0,tbd
Armored Core 2,PS2,2000.0,Simulation,Ubisoft,From Software,0.28,0.22,0.23,78.0,8.4
Dragon Quest Monsters 2,3DS,2014.0,Role-Playing,Square Enix,,0.0,0.0,0.79,,
The Godfather II,X360,2009.0,Action,Electronic Arts,EA Redwood Shores,0.47,0.23,0.01,65.0,6.9
Dragon's Dogma,X360,2012.0,Role-Playing,Capcom,Capcom,0.42,0.23,0.07,75.0,7.8
Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,Konami,0.13,0.42,0.13,87.0,7.1
The Amazing Spider-Man (Console Version),PS3,2012.0,Action,Activision,,0.31,0.35,0.0,,
Major League Baseball Featuring Ken Griffey Jr,N64,1998.0,Sports,Nintendo,,0.75,0.03,0.0,,
Rare Replay,XOne,2015.0,Misc,Microsoft Game Studios,Rare Ltd.,0.49,0.22,0.01,84.0,7.7
Band Hero,X360,2009.0,Misc,Activision,Neversoft Entertainment,0.51,0.21,0.0,76.0,5
NCAA Football 08,PS2,2007.0,Sports,Electronic Arts,EA Tiburon,0.65,0.03,0.0,83.0,8.3
FIFA Soccer 2004,XB,2003.0,Sports,Electronic Arts,EA Canada,0.24,0.49,0.0,82.0,8.2
The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,Maxis,0.08,0.46,0.0,64.0,7.3
Star Ocean: The Last Hope,X360,2009.0,Role-Playing,Square Enix,"Square Enix, Tri-Ace",0.32,0.2,0.21,72.0,7.2
Sniper: Ghost Warrior,PS3,2011.0,Shooter,City Interactive,City Interactive,0.27,0.34,0.04,53.0,6
Invizimals,PSP,2009.0,Strategy,Sony Computer Entertainment,Novarama,0.17,0.5,0.0,69.0,7.3
Forza Horizon 2,X360,2014.0,Racing,Microsoft Game Studios,"Sumo Digital, Playground Games",0.35,0.37,0.0,,5.1
The 7th Guest,PC,1992.0,Adventure,Virgin Interactive,Trilobyte,0.02,0.77,0.0,,
WWE 2K15,PS3,2014.0,Sports,Take-Two Interactive,Yuke's,0.36,0.29,0.0,55.0,3.1
Too Human,X360,2008.0,Role-Playing,Microsoft Game Studios,Silicon Knights,0.38,0.29,0.03,65.0,7
Yars' Revenge,2600,1982.0,Shooter,Atari,,0.73,0.04,0.0,,
Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,EA Tiburon,0.42,0.25,0.0,81.0,7.7
Secret Agent Barbie: Royal Jewels Mission,GBA,2002.0,Platform,Vivendi Games,Digital Illusions,0.56,0.21,0.0,71.0,tbd
Doom,PS,1994.0,Shooter,Infogrames,,0.43,0.3,0.0,,
Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,Ubisoft,Ubisoft Shanghai,0.67,0.04,0.01,85.0,8.1
Buzz! The Hollywood Quiz,PS2,2007.0,Misc,Sony Computer Entertainment,,0.17,0.0,0.0,,
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,CyberConnect2,0.43,0.27,0.01,74.0,8.5
Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,Camelot Software Planning,0.51,0.09,0.13,79.0,8.1
Fight Night Champion,X360,2011.0,Fighting,Electronic Arts,EA Canada,0.4,0.31,0.0,86.0,7.4
Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,Capcom,,0.43,0.3,0.0,,
Dead Island: Riptide,X360,2013.0,Action,Deep Silver,Techland,0.44,0.26,0.01,57.0,6.3
Madden NFL 16,PS3,2015.0,Sports,Electronic Arts,EA Sports,0.57,0.06,0.0,,3.1
Battle Stations,PS,1997.0,Strategy,Electronic Arts,,0.43,0.29,0.0,,
Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,LucasArts,LucasArts,0.61,0.11,0.0,68.0,7.8
The World Ends With You,DS,2007.0,Role-Playing,Square Enix,Jupiter Corporation,0.49,0.04,0.21,88.0,8.9
Drawn to Life,DS,2007.0,Action,THQ,5TH Cell,0.71,0.01,0.0,73.0,8.2
Sid Meier's Civilization Revolution,PS3,2008.0,Strategy,Take-Two Interactive,Firaxis Games,0.49,0.19,0.01,85.0,7.7
NBA 2K7,PS2,2006.0,Sports,Take-Two Interactive,"Kush Games, Visual Concepts",0.65,0.02,0.0,81.0,8.4
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993.0,Role-Playing,ChunSoft,,0.0,0.0,0.78,,
Jr. Pac-Man,2600,1983.0,Puzzle,Atari,,0.72,0.05,0.0,,
James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,Eurocom Entertainment Software,0.6,0.16,0.0,80.0,8.6
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013.0,Sports,Nintendo,,0.37,0.22,0.13,,
Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,Eurocom Entertainment Software,0.33,0.33,0.0,72.0,6.3
NBA ShootOut 98,PS,1998.0,Sports,Sony Computer Entertainment,,0.43,0.29,0.0,,
Rayman Origins,X360,2011.0,Platform,Ubisoft,UBlart Montpellier,0.38,0.32,0.0,87.0,8.2
Galaxian,2600,1982.0,Shooter,Atari,,0.72,0.05,0.0,,
Aliens: Colonial Marines,X360,2013.0,Shooter,Sega,Gearbox Software,0.36,0.34,0.0,48.0,3.8
Lips,X360,2008.0,Misc,Microsoft Game Studios,iNiS,0.12,0.56,0.0,71.0,7.4
Andretti Racing,PS,1996.0,Racing,Electronic Arts,,0.43,0.29,0.0,,
Caesars Palace 2000: Millennium Gold Edition,PS,2000.0,Misc,Interplay,,0.43,0.29,0.0,,
Air Raid,2600,1981.0,Action,Men-A-Vision,,0.72,0.04,0.0,,
MadWorld,Wii,2009.0,Action,Sega,PlatinumGames,0.45,0.23,0.02,81.0,8.6
Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,EA Games,0.24,0.33,0.01,57.0,7.1
Perfect Dark Zero,X360,2005.0,Shooter,Microsoft Game Studios,Rare Ltd.,0.66,0.02,0.03,81.0,7.3
Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,Electronic Arts,"EA Canada, Nihilistic",0.64,0.02,0.0,53.0,6.3
Boxing,2600,1980.0,Fighting,Activision,,0.72,0.04,0.0,,
Need for Speed: Porsche Unleashed,PS,1999.0,Racing,Electronic Arts,Eden Studios,0.43,0.29,0.0,78.0,8.5
ABBA: You Can Dance,Wii,2011.0,Misc,Ubisoft,Ubisoft,0.18,0.49,0.0,66.0,tbd
Avatar: The Game,X360,2009.0,Action,Ubisoft,,0.34,0.35,0.0,,
Resident Evil: Operation Raccoon City,X360,2012.0,Action,Capcom,Slant Six,0.55,0.14,0.03,52.0,4.9
UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,THQ,THQ,0.53,0.18,0.0,70.0,6.5
Crystal Castles,2600,1983.0,Action,Atari,,0.72,0.04,0.0,,
Worms: Open Warfare,PSP,2006.0,Strategy,THQ,Team 17,0.11,0.43,0.0,70.0,6.6
Puzzler World,DS,2009.0,Puzzle,Ubisoft,Ubisoft,0.41,0.3,0.0,,tbd
Conker's Bad Fur Day,N64,2001.0,Platform,THQ,,0.53,0.22,0.0,,
Dragon Warrior I&II,GB,1999.0,Role-Playing,Enix Corporation,,0.0,0.0,0.77,,
Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,THQ,David A. Palmer Productions,0.55,0.2,0.0,38.0,5
Ghost Squad,Wii,2007.0,Shooter,Sega,"Artificial Mind and Movement, Polygon Magic",0.42,0.21,0.08,69.0,7.5
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003.0,Shooter,SCi,,0.38,0.29,0.0,,
Maximo: Ghosts to Glory,PS2,2001.0,Platform,Capcom,Capcom,0.38,0.29,0.0,84.0,8.7
Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,Rare Ltd.,0.45,0.17,0.14,77.0,8.4
All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,Acclaim Studios Austin,0.38,0.29,0.0,81.0,8.4
Unlimited Saga,PS2,2002.0,Role-Playing,Atari,SquareSoft,0.1,0.08,0.56,45.0,3
Pokemon Dash,DS,2004.0,Racing,Nintendo,Ambrella,0.21,0.14,0.38,46.0,5.9
Dragon Ball: Raging Blast,PS3,2009.0,Fighting,Namco Bandai Games,Spike,0.37,0.19,0.11,57.0,7.2
Twisted Metal: Head On,PSP,2005.0,Action,Sony Computer Entertainment,Incognito Inc.,0.71,0.0,0.0,79.0,8.2
Personal Trainer: Walking,DS,2008.0,Sports,Nintendo,Nintendo,0.21,0.32,0.17,69.0,tbd
Sonic Unleashed,PS2,2008.0,Platform,Sega,Sonic Team,0.37,0.04,0.0,66.0,6.7
Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,Sand Grain Studios,0.37,0.29,0.0,,9
Formula 1,PS,1996.0,Racing,Psygnosis,,0.18,0.12,0.42,,
Tetris Party Deluxe,DS,2010.0,Puzzle,Nintendo,"Tetris Online, Inc",0.28,0.3,0.12,76.0,tbd
Banjo-Kazooie: Nuts & Bolts,X360,2008.0,Platform,Microsoft Game Studios,,0.32,0.35,0.0,,
FIFA 12,Wii,2011.0,Sports,Electronic Arts,,0.15,0.5,0.0,,
My Baby Girl,DS,2008.0,Simulation,Nobilis,Dancing Dots,0.61,0.09,0.0,,tbd
Driv3r,XB,2004.0,Racing,Atari,Reflections Interactive,0.36,0.38,0.0,56.0,4.7
Mercenaries: Playground of Destruction,PS2,2005.0,Action,LucasArts,,0.64,0.02,0.0,,
The Walking Dead: Season One,PS3,2012.0,Adventure,Avanquest Software,,0.4,0.23,0.03,,
MTV Celebrity Deathmatch,PS2,2003.0,Fighting,Gotham Games,,0.37,0.29,0.0,,
Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,Virgin Interactive,,0.17,0.11,0.43,,
ISS Pro Evolution,PS,1998.0,Sports,Konami Digital Entertainment,KCET,0.0,0.0,0.71,94.0,8.7
Need For Speed: Undercover,PSP,2008.0,Racing,Electronic Arts,Piranha Games,0.23,0.31,0.03,52.0,6.8
Metroid Prime Hunters,DS,2006.0,Shooter,Nintendo,Nintendo,0.57,0.04,0.11,85.0,8
Bayonetta 2,WiiU,2014.0,Action,Nintendo,PlatinumGames,0.32,0.28,0.1,91.0,8.2
Star Wars Battlefront: Elite Squadron,PSP,2009.0,Shooter,LucasArts,Savage Entertainment,0.38,0.23,0.0,63.0,8
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010.0,Racing,Sega,,0.37,0.32,0.0,,
Tony Hawk's Pro Skater 2,N64,2001.0,Sports,Activision,,0.59,0.16,0.0,,
Final Fantasy II,NES,1988.0,Role-Playing,SquareSoft,,0.0,0.0,0.76,,
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002.0,Misc,Namco Bandai Games,,0.0,0.0,0.76,,
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005.0,Role-Playing,Capcom,,0.09,0.03,0.62,,
Doom (2016),XOne,2016.0,Shooter,Bethesda Softworks,,0.44,0.25,0.0,,
Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,Sony Computer Entertainment,Sony Bend,0.37,0.29,0.0,65.0,6.9
FIFA Soccer 11,PS2,2010.0,Sports,Electronic Arts,EA Sports,0.11,0.29,0.0,,6.6
The Sims 3,3DS,2011.0,Simulation,Electronic Arts,EA Games,0.3,0.37,0.03,52.0,3.3
Mortal Kombat: Deception,XB,2004.0,Fighting,Midway Games,Midway,0.61,0.12,0.0,81.0,8.8
That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,Vicarious Visions,0.54,0.2,0.0,39.0,7.6
DJ Hero,Wii,2009.0,Misc,Activision,Exient Entertainment,0.45,0.23,0.0,87.0,7.6
Toy Story 3: The Video Game,X360,2010.0,Action,Disney Interactive Studios,,0.41,0.27,0.0,,
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002.0,Fighting,Capcom,,0.31,0.24,0.13,,
Portal 2,PC,2011.0,Shooter,Valve Software,Valve Software,0.33,0.32,0.0,95.0,8.8
Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,"Gearbox Software, 3D Realms",0.33,0.31,0.0,51.0,4.9
Star Wars: The Force Unleashed II,Wii,2010.0,Action,LucasArts,"LucasArts, Red Fly Studio",0.52,0.18,0.0,71.0,7.8
Legends of Wrestling,PS2,2001.0,Fighting,Acclaim Entertainment,,0.37,0.29,0.0,,
True Crime: New York City,PS2,2005.0,Action,Activision,,0.57,0.02,0.07,,
Lost Planet 2,X360,2010.0,Shooter,Capcom,,0.38,0.23,0.08,,
Kane & Lynch: Dead Men,X360,2007.0,Shooter,Eidos Interactive,,0.36,0.31,0.01,,
Mario & Luigi: Paper Jam,3DS,2015.0,Role-Playing,Nintendo,,0.16,0.29,0.26,,
Final Fantasy Legend III,GB,1991.0,Role-Playing,SquareSoft,,0.0,0.0,0.76,,
Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,EA Bright Light,0.28,0.39,0.0,60.0,6
Wall-E,PS2,2008.0,Platform,THQ,Asobo Studio,0.21,0.0,0.0,67.0,8.4
Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,Nintendo,Level 5,0.0,0.48,0.25,81.0,7.9
Super Monkey Ball: Touch & Roll,DS,2005.0,Misc,Sega,,0.69,0.0,0.0,,
